artist_name,song_title,lyrics
Justin Bieber,Love Yourself by Justin Bieber,"

For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh girl, for goodness sake
You think I'm cryin' on my own, well I ain't

And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care
I don't, but you still hit my phone up
And baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

'Cause if you like the way you look that much
Oh baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

But when you told me that you hated my friends
The only problem was with you and not them
And every time you told me my opinion was wrong
And tried to make me forget where I came from

And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care
I don't, but you still hit my phone up
And baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

'Cause if you like the way you look that much
Oh baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

For all the times that you made me feel small
I fell in love, now I feel nothin' at all
I never felt so low and I was vulnerable
Was I a fool to let you break down my walls?

'Cause if you like the way you look that much
Oh baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself
'Cause if you like the way you look that much
Oh baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself"
Justin Bieber,Sorry by Justin Bieber,"

You gotta go and get angry at all of my honesty
You know I try, but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
By once or twice, I mean maybe a couple a hundred times
So let me, oh let me redeem, oh redeem, oh myself tonight
'Cause I just need one more shot at second chances

Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, yeah
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?

Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'm not just trying to get you back on me 
'Cause I'm missing more than just your body 
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?"
Justin Bieber,Baby by Justin Bieber (Ft. Ludacris),"

Oh, woah
Oh, woah
Oh, woah

You know you love me, I know you care
Just shout whenever and I'll be there
You want my love, you want my heart
And we will never, ever, ever be apart
Are we an item? Girl, quit playin'
We're just friends, what are you sayin'?
Said ""There's another,"" and looked right in my eyes
My first love broke my heart for the first time, and I was like

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby oh
Thought you'd always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby oh
Thought you'd always be mine, mine

Oh, for you I would have done whatever
And I just can't believe we ain't together
And I wanna play it cool, but I'm losin' you
I'll buy you anything, I'll buy you any ring
And I'm in pieces, baby, fix me
And just shake me 'til you wake me from this bad dream
I'm goin' down, down, down, down
And I just can't believe my first love won't be around, and I'm like

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby oh
Thought you'd always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby oh
Thought you'd always be mine, mine

When I was 13, I had my first love
There was nobody that compared to my baby
And nobody came between us, nor could ever come above
She had me goin' crazy
Oh, I was starstruck
She woke me up daily, don't need no Starbucks
She made my heart pound, and skip a beat when I see her in the street and
At school on the playground, but I really wanna see her on the weekend
She knows she's got me dazing, 'cause she was so amazin'
And now my heart is breakin', but I just keep on sayin'

Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby oh
Thought you'd always be mine, mine
Baby, baby, baby oh
Like baby, baby, baby no
Like baby, baby, baby oh
Thought you'd always be mine, mine

I'm gone, yeah yeah yeah
Now I'm all gone, yeah yeah yeah
Now I'm all gone, yeah yeah yeah
Now I'm all gone, gone, gone, gone, I'm gone"
Justin Bieber,Yummy by Justin Bieber,"
Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy
Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe
Any night, any day
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe
In the mornin' or the late
Say the word, on my way

Bona fide stallion
Ain't in no stable, no, you stay on the run
Ain't on the side, you're number one
Yeah, every time I come around, you get it done

Fifty-fifty, love the way you split it
Hundred racks, help me spend it, babe
Light a match, get litty, babe
That jet set, watch the sunset kinda, yeah, yeah
Rollin' eyes back in my head, make my toes curl, yeah, yeah

Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy
Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe
Any night, any day
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe
In the mornin' or the late
Say the word, on my way

Standin' up, keep me on the rise
Lost control of myself, I'm compromised
You're incriminating, no disguise
And you ain't never runnin' low on supplies
Fifty-fifty, love the way you split it
Hundred racks, help me spend it, babe
Light a match, get litty, babe
That jet set, watch the sunset kinda, yeah, yeah
Rollin' eyes back in my head, make my toes curl, yeah, yeah

Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy 
Yeah, you got that yummy-yum 
That yummy-yum, that yummy-yummy
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe 
Any night, any day
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe 
In the mornin' or the late
Say the word, on my way

Hop in the Lambo', I'm on my way
Drew House slippers on with a smile on my face
I'm elated that you are my lady
You got the yum, yum, yum, yum
You got the yum, yum-yum, woah
Woah-ooh
Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy
Yeah, you got that yummy-yum
That yummy-yum, that yummy-yummy
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe 
Any night, any day
Say the word, on my way
Yeah, babe, yeah, babe, yeah, babe 
In the mornin' or the late
Say the word, on my way"
Justin Bieber,Stuck with U by Ariana Grande & Justin Bieber,"
Mmm
Hey, yeah



Ah

I'm not one to stick around
One strike and you're out, baby
Don't care if I sound crazy
But you never let me down, no, no
That's why when the sun's up, I'm stayin'
Still layin' in your bed, singin'

Ooh, ooh, ooh, ooh
Got all this time on our hands
Might as well cancel our plans, yeah
I could stay here for a lifetime

So, lock the door and throw out the key
Can't fight this no more, it's just you and me
And there's nothin' I, nothin' I, I can do
I'm stuck with you, stuck with you, stuck with you
So, go ahead and drive me insane
Baby, run your mouth, I still wouldn't change
Being stuck with you, stuck with you, stuck with you
I'm stuck with you, stuck with you, stuck with you, baby

There's nowhere we need to be, no, no, no
I'ma get to know you better
Kinda hope we're here forever
There's nobody on these streets
If you told me that the world's endin'
Ain't no other way that I can spend it

Oh, oh, oh, oh 
Got all this time in my hands
Might as well cancel our plans 
I could stay here forever
So, lock the door and throw out the key
Can't fight this no more, it's just you and me
And there's nothin' I, nothin' I, I can do
I'm stuck with you, stuck with you, stuck with you
So, go ahead and drive me insane
Baby, run your mouth, I still wouldn't trade
Being stuck with you, stuck with you, stuck with you
I'm stuck with you, stuck with you, stuck with you

Woah
Baby, come take all my time
Go on, make me lose my mind
We got all that we need
here tonight

I lock the door  and throw out the key
Can't fight this no more , it's just you and me
And there's nothin' I,
nothin' I'd rather do
I'm stuck with you, stuck with you,
stuck with you
So, go ahead and
drive me insane
Baby, run your mouth, I
still wouldn't change
All this
lovin' you, hatin' you, wantin' you
I'm stuck with you, stuck with you, stuck with
You, oh, oh
Stuck with you, stuck with you, stuck with you"
Justin Bieber,As Long As You Love Me by Justin Bieber (Ft. Big Sean),"
As long as you love me

As long as you love me

As long as you love me

We're under pressure 
Seven billion people in the world tryna fit in 
Keep it together 
Smile on your face, even though your heart is frowning 
But hey now , you know, girl 
We both know, it's a cruel world 
But I will  take my chances

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me

I'll be your soldier 
Fighting every second of the day for your dreams, girl

I'll be your Hova 
You could be my Destiny's Child on the scene, girl
So don't stress , and don't cry 
Oh, we don't need no wings to fly 
Just take , my hand

As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me
Whoa, whoa, B-I-G
I don't know if this makes sense, but, you're my hallelujah
Give me a time and place, I'll rendezvous it
I'll fly you to it, I'll beat you there
Girl, you know I got you
Us, trust, a couple things I can't spell without 'U'
Now we on top of the world  'cause that's just how we do
Used to tell me sky's the limit, now the sky's our point of view
Man, we stepping out, like whoa 
Cameras point and shoot 
Ask me, ""What's my best side?""
I stand back and point at you, you, you
The one that I argue with, feel like I need a new girl to be bothered with
But the grass ain't always greener on the other side
It's green where you water it
So I know, we got issues baby, true, true, true
But I'd rather work on this with you
Than to go ahead and start with someone new
As long as you love me

As long as you love me 
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum , I'll be your silver, I'll be your gold
As long as you love me
As long as you love me
As long as you love me 
As long as you love me, you love me, you love me, yeah

As long as you love me, you love me 
As long as you love me, as long as you love me
As long as you love me, yeah
As long as you love me "
Justin Bieber,"10,000 Hours by Dan + Shay & Justin Bieber","
Do you love the rain, does it make you dance
When you're drunk with your friends at a party?
What's your favorite song, does it make you smile?
Do you think of me?

When you close your eyes, tell me, what are you dreamin'?
Everything, I wanna know it all

I'd spend ten thousand hours and ten thousand more
Oh, if that's what it takes to learn that sweet heart of yours
And I might never get there, but I'm gonna try
If it's ten thousand hours or the rest of my life
I'm gonna love you 

Do you miss the road that you grew up on?
Did you get your middle name from your grandma?
When you think about your forever now, do you think of me?

When you close your eyes, tell me, what are you dreamin'?
Everything, I wanna know it all

I'd spend ten thousand hours and ten thousand more
Oh, if that's what it takes to learn that sweet heart of yours
And I might never get there, but I'm gonna try
If it's ten thousand hours or the rest of my life
I'm gonna love you 
I'm gonna love you 

Ooh, want the good and the bad and everything in between
Ooh, gotta cure my curiosity
Ooh, yeah

I'd spend ten thousand hours and ten thousand more
Oh, if that's what it takes to learn that sweet heart of yours 
And I might never get there, but I'm gonna try 
If it's ten thousand hours or the rest of my life
I'm gonna love you 
I'm gonna love you 
Yeah
And I...
Do you love the rain, does it make you dance?
I'm gonna love you 
I'm gonna love you"
Justin Bieber,I Don't Care by Ed Sheeran & Justin Bieber,"
I'm at a party I don't wanna be at
And I don't ever wear a suit and tie, yeah
Wonderin' if I could sneak out the back
Nobody's even lookin' me in my eyes
Then you take my hand
Finish my drink, say, ""Shall we dance?"" 
You know I love ya, did I ever tell ya?
You make it better like that

Don't think I fit in at this party
Everyone's got so much to say 
I always feel like I'm nobody, mmm
Who wants to fit in anyway?

'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh
'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh

We at a party we don't wanna be at
Tryna talk, but we can't hear ourselves
Read your lips, I'd rather kiss 'em right back
With all these people all around
I'm crippled with anxiety
But I'm told it's where I'm s'posed to be
You know what? It's kinda crazy 'cause I really don't mind
When you make it better like that

Don't think we fit in at this party
Everyone's got so much to say, oh yeah, yeah
When we walked in, I said I'm sorry, mmm
But now I think that we should stay
'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
Yeah, you're making me feel like maybe I am somebody
I can deal with the bad nights when I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh 
'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights when I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh 

I don't like nobody but you, it's like you're the only one here
I don't like nobody but you, baby, I don't care
I don't like nobody but you, I hate everyone here
I don't like nobody but you, baby, yeah

'Cause I don't care 
When I'm with my baby, yeah 
All the bad things disappear 
And you're making me feel like maybe I am somebody 
I can deal with the bad nights 
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh 
'Cause I don't care as long as you just hold me near 
You can take me anywhere 
And you're making me feel like I'm loved by somebody

I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh, ooh, ooh"
Justin Bieber,Luis Fonsi & Daddy Yankee - Despacito (Remix) ft. Justin Bieber (English Translation) by Genius English Translations,"
I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 
I get my light right from the source, yeah 

And I say, oh 
The way I breathe you in 
It's the texture of your skin
I wanna wrap my arms around you, baby
Never let you go, oh
And I say, oh
There's nothing like your touch
It’s the way you lift me up, yeah
And I'll be right here with you 'til the end of time

I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 
I get my light right from the source, yeah 

You ain't sure yet
But I'm for ya
All I can want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
And give you my whole life
I left my girl, I’m in Mallorca
Hate to leave her, call it torture
Remember when I couldn’t hold her
Left her baggage for Rimowa

I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 
I get my light right from the source, yeah 

I get the feeling, so I'm sure 
Hand in my hand because I'm yours, I can't
I can’t pretend, I can't ignore, you're right for me
Don't think you wanna know just where I've been, oh
Done bein' distracted
The one I need is right in my arms 
Your kisses taste the sweetest with mine
And I'll be right here with you 'til the end of time
I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 
I get my light right from the source, yeah 
I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 

I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 
I get my light right from the source, yeah 
I got my peaches out in Georgia 
I get my weed from California 
I took my chick up to the North, yeah 
I get my light right from the source, yeah "
Justin Bieber,Peaches by Justin Bieber (Ft. Daniel Caesar & GIVĒON),"

What do you mean?  Oh, oh
When you nod your head yes, but you wanna  say no
What do you mean?  Hey, yeah
When you don't want me to move, but you tell me to go
What do  you mean? Oh,  what do you mean?
Said you're runnin' outta time,  what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

You’re so indecisive of what I'm sayin'
Tryna catch the beat, make up your heart
Don't know if you're happy or complainin'
Don't want for us to end, where do I start?

First you wanna go to the left, then you wanna turn right 
Wanna argue all day, makin' love all night 
First you're up, then you’re down, and then  between 
Oh, I really wanna know

What do you mean?  Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?

You’re overprotective when I'm leavin'
Tryna compromise, but I can’t win
You wanna make a point, but you keep preachin'
You had me from the start, won't let this end

First you wanna go to the left, then you wanna turn right

Wanna argue all day, makin' love all night 
First you're up, then you’re down, and then between 
Oh, I really wanna know
What do you mean? Oh, oh 
When you nod your head yes, but you wanna say no
What do you mean?  Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? 
Oh, what do you mean? 
Said you're runnin' outta time, what do you mean? 
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?
 Oh, oh
When you nod your head yes, but you wanna say no
What do you mean?  Hey, yeah
When you don't want me to move , but you tell me to go
What do you mean? 
Oh, what do you mean? 
Said you're runnin' outta time, what do you mean? 
Oh,  oh, oh,  what do you mean?  Better make up your mind
What do you mean?"
