artist_name,song_title,lyrics
Jon Pardi,Night Shift by Jon Pardi,"
It's been a wreck me week
Sixty plus from dawn to dusk
In the red dirt heat
Busting it up for a couple of bucks
But it ain't no thing
Just another day 'til I'm on my way
To them cool, cool sheets and you and me

Working on the night shift, baby
Dying for your touch like crazy
Racking up the overtime hours
Loving how we're working on the night shift, baby

Gonna rock it right
No need to talk, I know what you want
And what you like
'Cause I do too, yeah
I love how you leave on the lights
Not a thing between you and me
And it feels so nice when you and I are

Working on the night shift, baby
Dying for your touch like crazy
Racking up the overtime hours
Loving how we're working on the night shift, baby

Yeah, yeah
It's been a wreck me week
Oh, but who needs sleep?

When you're working on the night shift, baby
Dying for your touch like crazy
Racking up the overtime hours
Loving how we're working on the night shift, baby
Loving how we're working on the night shift
Loving how we're working on the night shift
Working on the night shift, baby"
Jon Pardi,Dirt On My Boots by Jon Pardi,"
Been up since the crack of dawn
Just trying to get paid
Been hotter than a hundred suns
I can't find no shade
Just two more rows and I'm good to go
Yeah, I'm shutting this tractor down
Give me a half an hour for a shave and a shower
And I'll be outside your house

Might have a little dirt on my boots
But I'm takin' you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight, yeah girl
Got a little dirt on my boots

Hard as I worked all day
I'm gonna work harder loving on you
Spin you all over that dance floor
Right out of them high heel shoes
And when you're ready to quit
Baby, we can slip right out of that barroom door
And when I take you home, don't worry babe
I'm gonna kick them off on the porch

Might have a little dirt on my boots
But I'm taking you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight, yeah girl
Got a little dirt on my boots

A little dirty dancing, blue collar romancing
I can get cleaned up if you ask me
But I can only get so fancy
Got a little dirt on my boots
But I'm taking you uptown tonight
Might have a little mud on my wheels
But they're gonna shine with you up inside
Gonna hit the club, gonna cut a rug
Burn it up like neon lights
Might have a little dirt on my boots
But we're gonna dance the dust right off them tonight, yeah girl
Got a little dirt on my boots
Got a little dirt on my boots
Got a little dirt on my boots"
Jon Pardi,Head Over Boots by Jon Pardi,"
I wanna sweep you off your feet tonight
I wanna love you and hold you tight
Spin you around on some old dance floor
Act like we never met before for fun

'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you

The way you sparkle like a diamond ring
Maybe one day we can make it a thing
Test time and grow old together
Rock in our chairs and talk about the weather, yeah
So, bring it on in for that angel kiss
Put that feel good on my lips, cause

'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you

Yeah, I'm here to pick you up
And I hope I don't let you down, no

'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you

'Cause you're the one I want
You're the one I need
Baby, if I was a king
Ah, you would be my queen
You're the rock in my roll
You're good for my soul, it's true
I'm head over boots for you
I wanna sweep you off your feet tonight
I wanna love you and hold you tight
Spin you around on some old dance floor"
Jon Pardi,Heartache On The Dance Floor by Jon Pardi,"
Yeah, I was just hanging out
Some little west coast town
Found a bar out by the sand
So I made my way in
First thing that caught my eye
Lke nothing I'd ever seen
Sunburned auburn air
The California dream
Yeah, she was shaking them hips
To some old motown song
I couldn't say anything
So I sang along

She was a heartache on the dance floor
Yeah, she's moving through my mind
I gotta know her name and I gotta see her again
She's got me wondering, yeah I'm just wondering
Where she at, where she at, where she at tonight?
Where she at, where she at, where she at tonight?

So I just hung around
This little west coast town
I dropped by every night
I stayed till closing time
My little mystery
That girl is killing me
So I put on a song
Just to sing along

She was a heartache on the dance floor
Yeah, she's moving through my mind
I gotta know her name and I gotta see her again
She's got me wondering, yeah I'm just wondering
Where she at, where she at, where she at tonight?
Where she at, where she at, where she at tonight?
She's got me mesmerized, she's all I'm thinking about
All I think about, think about, think about

So I'm right here right now
Humming this little song
If I could say a thing
I'd want you to know
You were a heartache on the dance floor
Yeah, you're moving through my mind
I gotta know your name and I gotta see you again
And if you're listening, listening, listening
Where you at, where you at, where you at tonight?
Where you at, where you at, where you at tonight?
Girl, I'm hanging around this little town
Where you at, where you at, where you at tonight?
Where you at, where you at, where you at tonight?"
Jon Pardi,Heartache Medication by Jon Pardi,"
Same old dive, same old end of the work week drink
Bartender knows my name, but I don't mind
She kicks 'em up strong, serves me up right

And here I go again, I'm drinkin' one, I'm drinkin' two
I got my heartache medication, a strong dedication
To gettin' over you, turnin' me loose
On that hardwood jukebox lost in neon time
My heartache medication, well, it suits me fine
And I'm drinkin' enough to take you off my mind
I got my heartache medication

Another girl, another dance to a country song
Turnin' me on, here's to a good time
And halfway to feelin' alright

And here I go again, I'm drinkin' one, I'm drinkin' two
I got my heartache medication, a strong dedication
To gettin' over you, turnin' me loose
On that hardwood jukebox lost in neon time
My heartache medication, well it suits me fine
And I'm drinkin' enough to take you off my mind
I got my heartache medication

Single, drinkin' doubles
Teardrops turnin' into bubbles
Yeah, a little later on
I'll probably find me some trouble

And here I go again, I'm drinkin' one, I'm drinkin' two
I got my heartache medication, a strong dedication
To gettin' over you, turnin' me loose
On that hardwood jukebox lost in neon time
My heartache medication, well it suits me fine
And I'm drinkin' enough to take you off my mind
I got my heartache medication

Heartache medication takin' me away
Oh whoa"
Jon Pardi,She Ain't In It by Jon Pardi,"
Appreciate your call
Means a lot and all
Yeah, I got a minute
You and me can talk
About anything you want
As long as she ain't in it

Say, it's been at least a month
Since I've had any fun
Buddy, I'll admit it
Yeah, I'm into going out
Think I'm ready for a crowd
As long as she ain't in it

Don't wanna hear her name
I don't wanna see her face, I swear
I know its gonna hurt
If I run into her somewhere

We could hit that place
Down by the interstate
Out past the city limits
Hangout all night long
Hear a country song
As long as she ain't in it

Don't wanna hear her name
I don't wanna see her face, I swear
I know its gonna hurt
If I run into her somewhere

I can drink and I can dance
I can party, I can laugh
But no matter how you spin it
Everything has changed
My life won't be the same
As long as she ain't in it
As long as she ain't in it, no"
Jon Pardi,Ain’t Always the Cowboy by Jon Pardi,"
Her hands wrapped up in mine
Tears rollin' out of her eyes
No messin' with a made-up mind
Sun settin' on goodbye
Yeah, it's hard to believe
It wasn't me tryin' to leave this time

It ain't always the cowboy
That ain't got a lot of hang around
Ain't got no settle down in their boots
Gone's just what they do
That restless running, searchin' for something
Leavin' love in the dust of a midnight Chevrolet
It ain't always the cowboy that rides away

I've never seen over from this side
Never heard lonely get this quiet
Still, I can't keep from smiling
'Cause, damn, that girl can fly

It ain't always the cowboy
That ain't got a lot of hang around
Ain't got no settle down in their boots
Gone's just what they do
That restless running, searchin' for something
Leavin' love in the dust of a midnight Chevrolet
It ain't always the cowboy that rides away

A tumbleweed heart chasin' that wind
Goin' too far, wherever that is

It ain't always the cowboy
That ain't got a lot of hang around
Ain't got no settle down in their boots
Gone's just what they do
That restless running, searchin' for something
Leavin' love in the dust of a midnight Chevrolet
It ain't always the cowboy that rides away
Rides away
It ain't always the cowboy"
Jon Pardi,Can't Turn You Down by Jon Pardi,"
You're like a highway to a rebel that's ready to run
A no trespass sign on a barbwire jump
That I can't resist, that's just the way it is
You're a don't touch red button I want to push
A bad for me that feels so good
And we both know I can't say no

Cause a phone call turns into a what's up, what's up
Turns into ""baby, can you pick me up?""
Hey, I'm downtown and I don't wanna go home
After two left turns it's you and me alone
Turns into tangled up on my couch with you
Slipping your kisses right across my mouth
And that turns into later on
Later on, lights turned down
Cause I can't turn you down

I could say that I ain't picking up next time
I could say I don't want it, but I'd be lying
Cause baby the truth is I want you
And there ain't a damn thing I can do

A phone call turns into a what's up, what's up
Turns into ""baby, can you pick me up?""
Hey, I'm downtown and I don't wanna go home
After two left turns it's you and me alone
Turns into tangled up on my couch with you
Slipping your kisses right across my mouth
And that turns into later on
Later on, lights turned down
Cause I can't turn you down

You're like my favorite song
I can't turn you off

A phone call turns into a what's up, what's up
Turns into ""baby, can you pick me up?""
Hey, I'm downtown and I don't wanna go home
After two left turns it's you and me alone
Turns into tangled up on my couch with you
Slipping your kisses right across my mouth
And that turns into later on
Later on, lights turned down
Cause I can't turn you down
No, I can't turn you down
Can't turn you down"
Jon Pardi,Nobody Leaves a Girl Like That by Jon Pardi,"
She's got the kind of eyes you wanna get lost in
You're gonna look twice when she gets to walkin'
In a honky tonk with them blue jeans on
She's a cold beer, a whiskey shot, a neon light
A Strait song on the jukebox, a dance all night
What a cowboy wants, a never-do-you-wrong

Nobody leaves a girl like that
Nobody walks away and never looks back
You'd have to be outta your mind
To tell somethin' that good goodbye
Nobody goes and breaks a heart of gold
Once you get a girl like that, you never let her go
Take it from me, nobody leaves a girl like that

I was reckless and wild, didn't think I was ready
Couldn't settle me down, so I fired up my Chevy
I was stubborn and she was cryin'
Well, she knew she couldn't stop me, but she kept right on tryin'

Nobody leaves a girl like that
Nobody walks away and never looks back
You'd have to be outta your mind
To tell somethin' that good goodbye
Nobody goes and breaks a heart of gold
Once you get a girl like that, you never let her go
Take it from me, nobody leaves a girl like that

She's the kind of girl that only comes around once
Well, she found somebody new and I'm goin' crazy because

Nobody leaves a girl like that
Nobody walks away and never looks back
You'd have to be outta your mind
To tell somethin' that good goodbye
Nobody goes and breaks a heart of gold
Once you get a girl like that, you never let her go
Take it from me, nobody leaves
Nobody leaves a girl like that, ah nah
A girl like that"
Jon Pardi,Starlight by Jon Pardi,"
I've been blessed and I have sinned
Wear the scars of where I've been
Lucky to be alive and breathe
In this midnight air
I swear you're right here
Get the chills on my skin
And that's when I get this feeling

You're shinin' down on me, showing me the way
Angel in the night here to save the day
Like a light out of the dark, straight across the sky
Up there in that starlight, starlight tonight
Yeah, tonight

Runnin' down this dream
Up against this road
Sometimes the only thing that I got
Keeps me movin' on
Right where I need to be
No matter where I go
Never too far from home

Got you shinin' down on me, showing me the way
Angel in the night here to save the day
Like a light out of the dark, straight across the sky
Up there in that starlight, starlight tonight
Oh, tonight

To the good that die young
Fighters for the freedom fought that keeps me free
And all the heroes in my heart who taught me to believe
And that's why I believe in things I can't see

Shinin' down on me, showing me the way
Angel in the night here to save the day
Like a light out of the dark, straight across the sky
Up there in that starlight, starlight tonight
Yeah, up there in that starlight, starlight tonight
Yeah, tonight
Shinin' down on me"
Scotty McCreery,Five More Minutes by Scotty McCreery,"
Eight years old, a couple cane poles
Sittin' down by the creek
Our lines in the water, watching those bobbers
Seein' that red sun sink
Mama's on the porch yelling ""Supper's hot
Y'all come and get it!""
We yelled five more minutes

At sixteen it was twelve o three
Standin' at her front door
Katie's dad said midnight
But we needed just a little more
Yellow light flipping on and off
Interruptin' that goodnight kissing
We wanted five more minutes

Time rolls by, the clock don't stop
I wish I had a few more drops
Of the good stuff, the good times
Oh, but they just keep on flying
Right on by like it ain't nothing
Wish I had me a pause button
Moments like those, Lord knows I'd hit it
And give myself five more minutes

At eighteen, turned my helmet in
And walked to the fifty-yard line
It's just the coach and me after we
Lost state, ten to nine
And I cried, ""Man next time to get in here
I'll have to buy a ticket""
Can't you give me five more minutes?

Time rolls by, the clock don't stop
I wish I had a few more drops
Of the good stuff, the good times
Oh, but they just keep on flying
Right on by like it ain't nothing
Wish I had me a pause button
Moments like those, Lord knows I'd hit it
And give myself five more minutes
At eighty-six, my grandpa said
There's angels in the room
With all the family gathered 'round
We knew that time was coming soon
With so much left to say I prayed
Lord, I ain't finished
Just give us five more minutes

Time rolls by, the clock don't stop
I wish I had a few more drops
Of the good stuff, the good times
Oh, but they just keep on flying
Right on by like it ain't nothing
Wish I had me a pause button
Moments like those, Lord knows I'd hit it
Yeah, sometimes this old life will leave you wishing
That you had five more minutes
Five more minutes"
Scotty McCreery,This Is It by Scotty McCreery,"
Way up in the mountains, four thousand feet high
There's a trail through the trees to a cliff where Carolina meets the sky
Oh, and there's a view I just can't describe
No, we're not there yet, just a few more steps, baby wait
Okay, you can open your eyes

This is it, this is now, this is what I've been talking 'bout
Looking out, can't you see forever?
Take my hand, just take it in
This is a moment we won't forget
On top of the world, here, together
If there ever was a time for a perfect kiss, this is it

Girl, I know that you've been waiting and talking to your friends
Wondering if and wondering where and wondering when
Well, I've been waiting too, holding on to this ring
For the right words to say, for the right time and place, for me to get on one knee

This is it, this is now, this is what I've been talking 'bout
Looking out, can't you see forever?
Take my hand, just take it in
This is a moment we won't forget
On top of the world here together
If there ever was a time for a perfect kiss, well this is it
This is it

Now you're walking down the aisle
And I can't help but smile

This is it, this is now, it's what I've been talking 'bout
Looking out, I can see forever
So take my hand, just take it in 
This is a moment we won't forget 
On top of the world, here, together
Surrounded by our family and our friends
If there ever was a time for a perfect kiss
This is it
Yeah, this is it"
Scotty McCreery,The Trouble with Girls by Scotty McCreery,"
The trouble with girls is they’re a
mystery
Something about ’em
puzzles me
Spent my whole life
trying to figure out
Just what them girls are all about
The trouble with girls
is they're so dang pretty
Everything about ’em
does something to me
But I guess that’s the way it’s supposed to be

They smile, that smile
They bat those eyes
They steal you with ""hello""
They kill you with ""goodbye""
They hook you with one touch and you can’t break free
Yeah, the trouble with girls is nobody loves trouble as much as me

They’re sugar and spice and angel wings
And hell on wheels and tight blue jeans
A summer night, down by the lake
An old memory that you can’t shake
They’re hard to find, yet there’s so many of ’em
The way that you hate, that you already love ’em
But I guess that’s the way it’s supposed to be

They smile, that smile
They bat those eyes
They steal you with ""hello""
They kill you with ""goodbye""
They hook you with one touch and you can’t break free
Yeah, the trouble with girls is nobody loves trouble as much as me

The way they hold you out on the dance floor
The way they ride in the middle of your truck
The way they give you a kiss at the front door
Leave you wishing you could have gone up
And just as you walk away
You hear that sweet voice say…
Stay
They smile, that smile
They bat those eyes
They steal you with ""hello""
They kill you with ""goodbye""
They hook you with one touch and you can’t break free
Yeah, the trouble with girls is nobody loves trouble as much as me"
Scotty McCreery,Christmas In Heaven by Scotty McCreery,"
December hasn't changed
This town looks the same
They still light that tree in the city square
There's red, white, and green shining everywhere
And I wish you were here
And I wonder

Is the snow falling down on the streets of gold
Are the mansions all covered in white
Are you singing with angels ""Silent Night""
I wonder what Christmas in heaven is like

There's a little manger  scene
Down on Third and Main
I must have walked right by it a thousand times
But I see it now in a different light
'Cause I know you are there
And I wonder
Are you kneeling with shepherds before him now
Can you reach out and touch his face
Are you part of that glorious Holy night
I wonder what Christmas in Heaven is like
"
Scotty McCreery,I Love You This Big by Scotty McCreery,"
I know I'm still young
But, I know how I feel
I might not have too much experience
But, I know when love is real
By the way my heart starts pounding
When I look into your eyes
I might look a little silly
Standing with my arms stretched open wide

I love you this big
Eyes have never seen this big
No-one's ever dreamed this big
And I'll spend the rest of my life
Explaining what words cannot describe but, I'll try
I love you this big

I'll love you to the moon and back
I'll love you all the time
Deeper than the ocean
And higher than the pines
Because girl, you do something to me
Deep down in my heart
I know I look a little crazy
Standing with my arms stretched all apart


So much bigger than I ever dreamed my heart ever would
I love you this big
And I'd write your name in stars across the sky
If I could, I would
"
Scotty McCreery,Seasons Change by Scotty McCreery,"
It's been a long time gone, been a long time coming
It's a new beat, gonna hit the ground running
Been a while since I felt this way
But it's a brand new me, yeah it's a brand new day
Can't keep a man down when he's on the way up
Can't keep it in park when there's gas in the truck
Red light, yellow light, green light, go
Everybody knows

Seasons change
Turning a new leaf, rolling up my sleeves
Sitting on G, waiting on O
Now the sun's out baby I'm ready to roll
Wintertime, springtime, summertime, fall
Good times, bad times, been through them all
Just when you think you can't make it through the rain
Your seasons change, oh
Your seasons change, yeah

When you just can't find the right piece to the puzzle
There's no light at the end of the tunnel
Don't sweat it, don't fret it, put your boots on the ground
It'll come back around
'Cause sometimes going through all the bad weather
Makes the sun shine that much better
Right here right now is what it's all about
So breathe in, breathe out
Just breathe in, breathe out

Seasons change
Turning a new leaf, rolling up my sleeves
Sitting on G, waiting on O
Now the sun's out baby I'm ready to roll
Wintertime, springtime, summertime, fall
Good times, bad times, been through them all
Just when you think you can't make it through the rain
Seasons change
Your seasons change, yeah

Can't keep a man down when he's on the way up
Can't keep it in park when there's gas in the truck
Red light, yellow light, green light, go
Everybody knows
Yeah everybody knows
Seasons change
Turning a new leaf, rolling up my sleeves
Sitting on G, waiting on O
Now the sun's out baby I'm ready to roll
Wintertime, springtime, summertime, fall
Good times, bad times, been through them all
Just when you think you can't make it through the rain
Seasons change, oh
I'm telling you seasons change, yeah"
